County,State,Population,Total_cases,Total_deaths
Autauga,ALABAMA,55869,9780,142
Baldwin,ALABAMA,223234,36579,518
Barbour,ALABAMA,24686,3519,71
Bibb,ALABAMA,22394,4157,83
Blount,ALABAMA,57826,9870,162
Bullock,ALABAMA,10101,1507,44
Butler,ALABAMA,19448,3210,91
Calhoun,ALABAMA,113605,21719,433
Chambers,ALABAMA,33254,5493,138
Cherokee,ALABAMA,26196,2950,57
Chilton,ALABAMA,44428,6476,146
Choctaw,ALABAMA,12589,777,27
Clarke,ALABAMA,23622,4687,80
Clay,ALABAMA,13235,2326,66
Cleburne,ALABAMA,14910,2434,53
Coffee,ALABAMA,52342,9065,183
Colbert,ALABAMA,55241,8640,187
Conecuh,ALABAMA,12067,1835,49
Coosa,ALABAMA,10663,1741,36
Covington,ALABAMA,37049,6550,170
Crenshaw,ALABAMA,13772,2410,72
Cullman,ALABAMA,83768,14938,278
Dale,ALABAMA,49172,8735,178
Dallas,ALABAMA,37196,4760,190
DeKalb,ALABAMA,71513,12343,248
Elmore,ALABAMA,81209,14709,273
Escambia,ALABAMA,36633,6646,124
Etowah,ALABAMA,102268,19564,474
Fayette,ALABAMA,16302,2836,74
Franklin,ALABAMA,31362,5876,103
Geneva,ALABAMA,26271,4498,121
Greene,ALABAMA,8111,1228,44
Hale,ALABAMA,14651,2943,86
Henry,ALABAMA,17205,3058,61
Houston,ALABAMA,105882,17040,391
Jackson,ALABAMA,51626,9551,164
Jefferson,ALABAMA,658573,112903,1815
Lamar,ALABAMA,13805,2025,45
Lauderdale,ALABAMA,92729,13786,284
Lawrence,ALABAMA,32924,4173,109
Lee,ALABAMA,164542,22910,228
Limestone,ALABAMA,98915,14882,193
Lowndes,ALABAMA,9726,1719,60
Macon,ALABAMA,18068,2246,58
Madison,ALABAMA,372909,51041,649
Marengo,ALABAMA,18863,3292,88
Marion,ALABAMA,29709,4873,125
Marshall,ALABAMA,96774,18042,282
Mobile,ALABAMA,413210,71400,1269
Monroe,ALABAMA,20733,3241,58
Montgomery,ALABAMA,226486,33540,694
Morgan,ALABAMA,119679,20202,346
Out of AL,ALABAMA,0,0,0
Perry,ALABAMA,8923,1368,38
Pickens,ALABAMA,19930,3101,77
Pike,ALABAMA,33114,4668,101
Randolph,ALABAMA,22722,3191,58
Russell,ALABAMA,57961,6160,57
Shelby,ALABAMA,217702,36773,322
St. Clair,ALABAMA,89512,15653,326
Sumter,ALABAMA,12427,1256,37
Talladega,ALABAMA,79978,13303,253
Tallapoosa,ALABAMA,40367,6828,189
Tuscaloosa,ALABAMA,209355,34420,567
Unassigned,ALABAMA,0,0,0
Walker,ALABAMA,63521,10791,341
Washington,ALABAMA,16326,2477,49
Wilcox,ALABAMA,10373,1641,37
Winston,ALABAMA,23629,4337,98
Aleutians East,ALASKA,3337,430,3
Aleutians West,ALASKA,5634,913,1
Anchorage,ALASKA,288000,48255,279
Bethel,ALASKA,18386,5196,25
Bristol Bay,ALASKA,836,0,0
Bristol Bay plus Lake and Peninsula,ALASKA,1592,370,0
Chugach,ALASKA,6751,948,3
Copper River,ALASKA,2699,479,1
Denali,ALASKA,2097,239,1
Dillingham,ALASKA,4916,616,5
Fairbanks North Star,ALASKA,96849,13125,66
Haines,ALASKA,2530,216,0
Hoonah-Angoon,ALASKA,2148,0,0
Juneau,ALASKA,31974,3281,9
Kenai Peninsula,ALASKA,58708,8948,43
Ketchikan Gateway,ALASKA,13901,1475,8
Kodiak Island,ALASKA,12998,2128,7
Kusilvak,ALASKA,8314,1810,5
Matanuska-Susitna,ALASKA,108317,18237,84
Nome,ALASKA,10004,1070,0
North Slope,ALASKA,9832,2338,5
Northwest Arctic,ALASKA,7621,1267,4
Out of AK,ALASKA,0,0,0
Petersburg,ALASKA,3266,255,3
Prince of Wales-Hyder,ALASKA,6203,468,5
Sitka,ALASKA,8493,1124,5
Skagway,ALASKA,1183,72,0
Southeast Fairbanks,ALASKA,6893,1060,9
Unassigned,ALASKA,0,485,0
Valdez-Cordova,ALASKA,9202,0,0
Wrangell,ALASKA,2502,142,0
Yakutat,ALASKA,579,164,2
Yukon-Koyukuk,ALASKA,5230,592,5
,AMERICAN SAMOA,55641,0,0
Apache,ARIZONA,71887,13172,474
Cochise,ARIZONA,125922,14494,330
Coconino,ARIZONA,143476,21564,349
Gila,ARIZONA,54018,9058,262
Graham,ARIZONA,38837,7025,101
Greenlee,ARIZONA,9498,976,15
La Paz,ARIZONA,21108,3040,92
Maricopa,ARIZONA,4485414,700319,11558
Mohave,ARIZONA,212181,31476,936
Navajo,ARIZONA,110924,19857,598
Out of AZ,ARIZONA,0,0,0
Pima,ARIZONA,1047279,136151,2660
Pinal,ARIZONA,462789,69272,1022
Santa Cruz,ARIZONA,46498,8824,190
Unassigned,ARIZONA,0,0,0
Yavapai,ARIZONA,235099,26387,645
Yuma,ARIZONA,213787,40807,905
Arkansas,ARKANSAS,17486,3397,56
Ashley,ARKANSAS,19657,3109,42
Baxter,ARKANSAS,41932,5701,170
Benton,ARKANSAS,279141,40914,580
Boone,ARKANSAS,37432,6054,114
Bradley,ARKANSAS,10763,1930,37
Calhoun,ARKANSAS,5189,583,7
Carroll,ARKANSAS,28380,4202,67
Chicot,ARKANSAS,10118,1993,44
Clark,ARKANSAS,22320,3133,51
Clay,ARKANSAS,14551,2623,59
Cleburne,ARKANSAS,24919,3567,88
Cleveland,ARKANSAS,7956,1356,32
Columbia,ARKANSAS,23457,3305,66
Conway,ARKANSAS,20846,3091,42
Craighead,ARKANSAS,110332,20918,236
Crawford,ARKANSAS,63257,10380,165
Crittenden,ARKANSAS,47955,8553,123
Cross,ARKANSAS,16419,2849,59
Dallas,ARKANSAS,7009,1122,18
Desha,ARKANSAS,11361,1842,29
Drew,ARKANSAS,18219,2811,54
Faulkner,ARKANSAS,126007,19049,214
Franklin,ARKANSAS,17715,2664,52
Fulton,ARKANSAS,12477,1654,55
Garland,ARKANSAS,99386,15654,372
Grant,ARKANSAS,18265,2831,47
Greene,ARKANSAS,45325,9732,116
Hempstead,ARKANSAS,21532,2852,26
Hot Spring,ARKANSAS,33771,7396,105
Howard,ARKANSAS,13202,2337,30
Independence,ARKANSAS,37825,6040,152
Izard,ARKANSAS,13629,2398,55
Jackson,ARKANSAS,16719,4041,42
Jefferson,ARKANSAS,66824,12221,225
Johnson,ARKANSAS,26578,4462,56
Lafayette,ARKANSAS,6624,821,13
Lawrence,ARKANSAS,16406,3160,53
Lee,ARKANSAS,8857,2052,47
Lincoln,ARKANSAS,13024,3621,55
Little River,ARKANSAS,12259,1956,47
Logan,ARKANSAS,21466,3474,36
Lonoke,ARKANSAS,73309,11659,171
Madison,ARKANSAS,16576,2417,35
Marion,ARKANSAS,16694,2091,55
Miller,ARKANSAS,43257,6243,47
Mississippi,ARKANSAS,40651,8007,130
Monroe,ARKANSAS,6701,1173,21
Montgomery,ARKANSAS,8986,1105,41
Nevada,ARKANSAS,8252,1308,30
Newton,ARKANSAS,7753,1150,34
Ouachita,ARKANSAS,23382,3361,75
Out of AR,ARKANSAS,0,0,0
Perry,ARKANSAS,10455,1469,20
Phillips,ARKANSAS,17782,3120,71
Pike,ARKANSAS,10718,1646,35
Poinsett,ARKANSAS,23528,4770,97
Polk,ARKANSAS,19964,2876,101
Pope,ARKANSAS,64072,11665,150
Prairie,ARKANSAS,8062,1271,28
Pulaski,ARKANSAS,391911,57584,880
Randolph,ARKANSAS,17958,3179,51
Saline,ARKANSAS,122437,18134,237
Scott,ARKANSAS,10281,1667,25
Searcy,ARKANSAS,7881,1233,24
Sebastian,ARKANSAS,127827,21674,347
Sevier,ARKANSAS,17007,3711,36
Sharp,ARKANSAS,17442,2716,62
St. Francis,ARKANSAS,24994,4688,59
Stone,ARKANSAS,12506,1618,40
Unassigned,ARKANSAS,0,5123,0
Union,ARKANSAS,38682,5532,128
Van Buren,ARKANSAS,16545,2121,37
Washington,ARKANSAS,239187,43510,455
White,ARKANSAS,78753,12795,182
Woodruff,ARKANSAS,6320,1066,23
Yell,ARKANSAS,21341,4532,76
Alameda,CALIFORNIA,1671329,117998,1349
Alpine,CALIFORNIA,1129,102,0
Amador,CALIFORNIA,39752,5166,61
Butte,CALIFORNIA,219186,22456,243
Calaveras,CALIFORNIA,45905,3634,72
Colusa,CALIFORNIA,21547,2968,18
Contra Costa,CALIFORNIA,1153526,97417,933
Del Norte,CALIFORNIA,27812,3495,39
El Dorado,CALIFORNIA,192843,16470,136
Fresno,CALIFORNIA,999101,139735,1964
Glenn,CALIFORNIA,28393,4172,30
Humboldt,CALIFORNIA,135558,8686,98
Imperial,CALIFORNIA,181215,34871,757
Inyo,CALIFORNIA,18039,1773,39
Kern,CALIFORNIA,900202,139554,1547
Kings,CALIFORNIA,152940,31172,301
Lake,CALIFORNIA,64386,6301,97
Lassen,CALIFORNIA,30573,7236,36
Los Angeles,CALIFORNIA,10039107,1463039,26153
Madera,CALIFORNIA,157327,22597,269
Marin,CALIFORNIA,258826,17349,242
Mariposa,CALIFORNIA,17203,1110,13
Mendocino,CALIFORNIA,86749,7239,84
Merced,CALIFORNIA,277680,40560,552
Modoc,CALIFORNIA,8841,635,8
Mono,CALIFORNIA,14444,1556,5
Monterey,CALIFORNIA,434061,50208,571
Napa,CALIFORNIA,137744,12522,96
Nevada,CALIFORNIA,99755,8763,87
Orange,CALIFORNIA,3175692,319458,5436
Out of CA,CALIFORNIA,0,0,0
Placer,CALIFORNIA,398329,37742,381
Plumas,CALIFORNIA,18807,1327,6
Riverside,CALIFORNIA,2470546,363950,4895
Sacramento,CALIFORNIA,1552058,153980,2187
San Benito,CALIFORNIA,62808,7211,71
San Bernardino,CALIFORNIA,2180085,351963,5540
San Diego,CALIFORNIA,3338330,358126,4081
San Francisco,CALIFORNIA,881549,52919,634
San Joaquin,CALIFORNIA,762148,99770,1646
San Luis Obispo,CALIFORNIA,283111,29075,323
San Mateo,CALIFORNIA,766573,53106,616
Santa Barbara,CALIFORNIA,446499,44048,508
Santa Clara,CALIFORNIA,1927852,142386,1862
Santa Cruz,CALIFORNIA,273213,20514,214
Shasta,CALIFORNIA,180080,22166,303
Sierra,CALIFORNIA,3005,146,0
Siskiyou,CALIFORNIA,43539,4204,42
Solano,CALIFORNIA,447643,44940,321
Sonoma,CALIFORNIA,494336,40001,386
Stanislaus,CALIFORNIA,550660,82812,1284
Sutter,CALIFORNIA,96971,13438,160
Tehama,CALIFORNIA,65084,8743,93
Trinity,CALIFORNIA,12285,798,10
Tulare,CALIFORNIA,466195,75912,908
Tuolumne,CALIFORNIA,54478,6439,93
Unassigned,CALIFORNIA,0,116,0
Ventura,CALIFORNIA,846006,99135,1148
Yolo,CALIFORNIA,220500,19644,242
Yuba,CALIFORNIA,78668,9566,66
Adams,COLORADO,517421,70930,799
Alamosa,COLORADO,16233,2173,42
Arapahoe,COLORADO,656590,74128,813
Archuleta,COLORADO,14029,1371,4
Baca,COLORADO,3581,398,5
Bent,COLORADO,5577,1622,23
Boulder,COLORADO,326196,28628,244
Broomfield,COLORADO,70465,6198,78
Chaffee,COLORADO,20356,2103,28
Cheyenne,COLORADO,1831,160,7
Clear Creek,COLORADO,9700,702,4
Conejos,COLORADO,8205,893,30
Costilla,COLORADO,3887,339,6
Crowley,COLORADO,6061,2310,20
Custer,COLORADO,5068,312,6
Delta,COLORADO,31162,3493,79
Denver,COLORADO,727211,86035,908
Dolores,COLORADO,2055,191,1
Douglas,COLORADO,351154,37372,270
Eagle,COLORADO,55127,7914,31
El Paso,COLORADO,720403,92151,1017
Elbert,COLORADO,26729,2438,19
Fremont,COLORADO,47839,7499,75
Garfield,COLORADO,60061,7263,59
Gilpin,COLORADO,6243,402,3
Grand,COLORADO,15734,2025,10
Gunnison,COLORADO,17462,1746,9
Hinsdale,COLORADO,820,53,0
Huerfano,COLORADO,6897,571,18
Jackson,COLORADO,1392,93,0
Jefferson,COLORADO,582881,58370,868
Kiowa,COLORADO,1406,122,4
Kit Carson,COLORADO,7097,855,14
La Plata,COLORADO,56221,5318,51
Lake,COLORADO,8127,959,1
Larimer,COLORADO,356899,35415,282
Las Animas,COLORADO,14506,1646,20
Lincoln,COLORADO,5701,1229,6
Logan,COLORADO,22409,4429,75
Mesa,COLORADO,154210,21665,297
Mineral,COLORADO,769,116,1
Moffat,COLORADO,13283,1712,32
Montezuma,COLORADO,26183,2662,33
Montrose,COLORADO,42758,4721,77
Morgan,COLORADO,29068,3131,97
Otero,COLORADO,18278,2356,75
Ouray,COLORADO,4952,390,5
Out of CO,COLORADO,0,0,0
Park,COLORADO,18845,1197,7
Phillips,COLORADO,4265,471,14
Pitkin,COLORADO,17767,3008,5
Prowers,COLORADO,12172,1491,26
Pueblo,COLORADO,168424,22702,460
Rio Blanco,COLORADO,6324,855,8
Rio Grande,COLORADO,11267,1240,20
Routt,COLORADO,25638,3094,22
Saguache,COLORADO,6824,578,7
San Juan,COLORADO,728,90,1
San Miguel,COLORADO,8179,1096,3
Sedgwick,COLORADO,2248,278,4
Summit,COLORADO,31011,4540,10
Teller,COLORADO,25388,2467,24
Unassigned,COLORADO,0,95,0
Washington,COLORADO,4908,532,14
Weld,COLORADO,324492,42091,405
Yuma,COLORADO,10019,1083,18
Fairfield,CONNECTICUT,943332,110458,2285
Hartford,CONNECTICUT,891720,95624,2549
Litchfield,CONNECTICUT,180333,16515,313
Middlesex,CONNECTICUT,162436,14465,388
New Haven,CONNECTICUT,854757,102740,2214
New London,CONNECTICUT,265206,26428,484
Out of CT,CONNECTICUT,0,0,0
Tolland,CONNECTICUT,150721,10967,196
Unassigned,CONNECTICUT,0,1329,11
Windham,CONNECTICUT,116782,12540,210
Kent,DELAWARE,180786,24035,413
New Castle,DELAWARE,558753,77190,967
Out of DE,DELAWARE,0,0,0
Sussex,DELAWARE,234225,33059,592
Unassigned,DELAWARE,0,335,0
,DIAMOND PRINCESS,0,49,0
District of Columbia,DISTRICT OF COLUMBIA,705749,61331,1176
Out of DC,DISTRICT OF COLUMBIA,0,0,0
Unassigned,DISTRICT OF COLUMBIA,0,0,0
Alachua,FLORIDA,269043,38898,285
Baker,FLORIDA,29210,5945,62
Bay,FLORIDA,174705,32102,394
Bradford,FLORIDA,28201,5294,58
Brevard,FLORIDA,601942,79992,914
Broward,FLORIDA,1952778,352795,3079
Calhoun,FLORIDA,14105,2972,45
Charlotte,FLORIDA,188910,22724,437
Citrus,FLORIDA,149657,20117,463
Clay,FLORIDA,219252,33261,352
Collier,FLORIDA,384902,57183,551
Columbia,FLORIDA,71686,14748,170
DeSoto,FLORIDA,38001,6801,97
Dixie,FLORIDA,16826,2881,24
Duval,FLORIDA,957755,163630,1483
Escambia,FLORIDA,318316,56440,706
Flagler,FLORIDA,115081,14174,114
Franklin,FLORIDA,12125,2242,20
Gadsden,FLORIDA,45660,8516,99
Gilchrist,FLORIDA,18582,3097,44
Glades,FLORIDA,13811,1399,19
Gulf,FLORIDA,13639,2971,45
Hamilton,FLORIDA,14428,2691,25
Hardee,FLORIDA,26937,5954,45
Hendry,FLORIDA,42022,7872,87
Hernando,FLORIDA,193920,28135,482
Highlands,FLORIDA,106221,15652,366
Hillsborough,FLORIDA,1471968,236927,1832
Holmes,FLORIDA,19617,3784,49
Indian River,FLORIDA,159923,21913,306
Jackson,FLORIDA,46414,9982,158
Jefferson,FLORIDA,14246,2444,28
Lafayette,FLORIDA,8422,2165,26
Lake,FLORIDA,367118,53497,663
Lee,FLORIDA,770577,124919,1009
Leon,FLORIDA,293582,50512,332
Levy,FLORIDA,41503,6863,56
Liberty,FLORIDA,8354,1788,16
Madison,FLORIDA,18493,3560,45
Manatee,FLORIDA,403253,64427,689
Marion,FLORIDA,365579,55772,996
Martin,FLORIDA,161000,19903,335
Miami-Dade,FLORIDA,2716940,668562,6472
Monroe,FLORIDA,74228,10672,52
Nassau,FLORIDA,88625,15255,127
Okaloosa,FLORIDA,210738,34008,367
Okeechobee,FLORIDA,42168,7375,89
Orange,FLORIDA,1393452,225612,1310
Osceola,FLORIDA,375751,70886,529
Out of FL,FLORIDA,0,0,0
Palm Beach,FLORIDA,1496770,222781,2883
Pasco,FLORIDA,553947,78006,802
Pinellas,FLORIDA,974996,133599,1671
Polk,FLORIDA,724777,126378,1387
Putnam,FLORIDA,74521,12564,160
Santa Rosa,FLORIDA,184313,32066,291
Sarasota,FLORIDA,433742,55837,844
Seminole,FLORIDA,471826,60983,516
St. Johns,FLORIDA,264672,40033,221
St. Lucie,FLORIDA,328297,46984,657
Sumter,FLORIDA,132420,14273,284
Suwannee,FLORIDA,44417,9100,140
Taylor,FLORIDA,21569,4500,48
Unassigned,FLORIDA,0,2961,18326
Union,FLORIDA,15237,3036,74
Volusia,FLORIDA,553284,74285,846
Wakulla,FLORIDA,33739,6311,56
Walton,FLORIDA,74071,12587,89
Washington,FLORIDA,25473,4510,52
Appling,GEORGIA,18386,3358,91
Atkinson,GEORGIA,8165,1517,29
Bacon,GEORGIA,11164,2404,53
Baker,GEORGIA,3038,361,14
Baldwin,GEORGIA,44890,6525,170
Banks,GEORGIA,19234,2646,56
Barrow,GEORGIA,83240,14154,178
Bartow,GEORGIA,107738,19780,312
Ben Hill,GEORGIA,16700,3150,94
Berrien,GEORGIA,19397,3417,59
Bibb,GEORGIA,153159,24754,578
Bleckley,GEORGIA,12873,2258,65
Brantley,GEORGIA,19109,3046,77
Brooks,GEORGIA,15457,2377,63
Bryan,GEORGIA,39627,6132,57
Bulloch,GEORGIA,79608,11037,174
Burke,GEORGIA,22383,3666,73
Butts,GEORGIA,24936,4500,98
Calhoun,GEORGIA,6189,820,20
Camden,GEORGIA,54666,7614,86
Candler,GEORGIA,10803,1543,80
Carroll,GEORGIA,119992,16016,286
Catoosa,GEORGIA,67580,9077,92
Charlton,GEORGIA,13392,2148,52
Chatham,GEORGIA,289430,37537,607
Chattahoochee,GEORGIA,10907,5430,17
Chattooga,GEORGIA,24789,4383,91
Cherokee,GEORGIA,258773,42219,410
Clarke,GEORGIA,128331,19602,166
Clay,GEORGIA,2834,311,5
Clayton,GEORGIA,292256,37982,646
Clinch,GEORGIA,6618,1391,33
Cobb,GEORGIA,760141,105524,1287
Coffee,GEORGIA,43273,7617,206
Colquitt,GEORGIA,45600,7237,167
Columbia,GEORGIA,156714,24103,262
Cook,GEORGIA,17270,3554,55
Coweta,GEORGIA,148509,20169,308
Crawford,GEORGIA,12404,1092,37
Crisp,GEORGIA,22372,3071,105
Dade,GEORGIA,16116,2066,17
Dawson,GEORGIA,26108,4502,61
DeKalb,GEORGIA,759297,87954,1208
Decatur,GEORGIA,26404,4607,94
Dodge,GEORGIA,20605,3516,118
Dooly,GEORGIA,13390,1601,53
Dougherty,GEORGIA,87956,11947,376
Douglas,GEORGIA,146343,21524,265
Early,GEORGIA,10190,1794,56
Echols,GEORGIA,4006,706,9
Effingham,GEORGIA,64296,8606,142
Elbert,GEORGIA,19194,3124,81
Emanuel,GEORGIA,22646,4316,104
Evans,GEORGIA,10654,1568,46
Fannin,GEORGIA,26188,3614,98
Fayette,GEORGIA,114421,12747,209
Floyd,GEORGIA,98498,17696,317
Forsyth,GEORGIA,244252,32583,237
Franklin,GEORGIA,23349,3786,74
Fulton,GEORGIA,1063937,128086,1639
Gilmer,GEORGIA,31369,4411,123
Glascock,GEORGIA,2971,398,19
Glynn,GEORGIA,85292,15092,316
Gordon,GEORGIA,57963,10923,175
Grady,GEORGIA,24633,3492,83
Greene,GEORGIA,18324,2622,69
Gwinnett,GEORGIA,936250,127827,1350
Habersham,GEORGIA,45328,7060,182
Hall,GEORGIA,204441,36449,581
Hancock,GEORGIA,8457,1115,77
Haralson,GEORGIA,29792,3687,104
Harris,GEORGIA,35236,3581,75
Hart,GEORGIA,26205,3385,62
Heard,GEORGIA,11923,1446,32
Henry,GEORGIA,234561,36812,441
Houston,GEORGIA,157863,24287,337
Irwin,GEORGIA,9416,1403,32
Jackson,GEORGIA,72977,14210,189
Jasper,GEORGIA,14219,2076,53
Jeff Davis,GEORGIA,15115,2871,55
Jefferson,GEORGIA,15362,2601,80
Jenkins,GEORGIA,8676,1177,50
Johnson,GEORGIA,9643,1516,57
Jones,GEORGIA,28735,3346,82
Lamar,GEORGIA,19077,3328,82
Lanier,GEORGIA,10423,1433,15
Laurens,GEORGIA,47546,8860,221
Lee,GEORGIA,29992,4535,76
Liberty,GEORGIA,61435,7166,89
Lincoln,GEORGIA,7921,1138,32
Long,GEORGIA,19559,1622,20
Lowndes,GEORGIA,117406,20787,283
Lumpkin,GEORGIA,33610,4646,91
Macon,GEORGIA,12947,1290,39
Madison,GEORGIA,29880,4808,65
Marion,GEORGIA,8359,935,34
McDuffie,GEORGIA,21312,3417,67
McIntosh,GEORGIA,14378,1678,28
Meriwether,GEORGIA,21167,2899,100
Miller,GEORGIA,5718,1176,19
Mitchell,GEORGIA,21863,3251,97
Monroe,GEORGIA,27578,4033,139
Montgomery,GEORGIA,9172,1460,35
Morgan,GEORGIA,19276,3008,38
Murray,GEORGIA,40096,7090,121
Muscogee,GEORGIA,195769,23203,569
Newton,GEORGIA,111744,15708,313
Oconee,GEORGIA,40280,5449,77
Oglethorpe,GEORGIA,15259,2087,38
Out of GA,GEORGIA,0,41941,871
Paulding,GEORGIA,168667,24206,299
Peach,GEORGIA,27546,3965,90
Pickens,GEORGIA,32591,5326,103
Pierce,GEORGIA,19465,4119,90
Pike,GEORGIA,18962,3708,63
Polk,GEORGIA,42613,8237,137
Pulaski,GEORGIA,11137,1479,56
Putnam,GEORGIA,22119,3149,74
Quitman,GEORGIA,2299,246,4
Rabun,GEORGIA,17137,2405,57
Randolph,GEORGIA,6778,965,39
Richmond,GEORGIA,202518,34005,619
Rockdale,GEORGIA,90896,10984,216
Schley,GEORGIA,5257,615,7
Screven,GEORGIA,13966,1770,51
Seminole,GEORGIA,8090,1480,23
Spalding,GEORGIA,66703,9986,253
Stephens,GEORGIA,25925,4573,95
Stewart,GEORGIA,6621,1485,28
Sumter,GEORGIA,29524,4030,119
Talbot,GEORGIA,6195,714,23
Taliaferro,GEORGIA,1537,165,3
Tattnall,GEORGIA,25286,3697,101
Taylor,GEORGIA,8020,1231,34
Telfair,GEORGIA,15860,2167,65
Terrell,GEORGIA,8531,1169,56
Thomas,GEORGIA,44451,7532,167
Tift,GEORGIA,40644,8169,162
Toombs,GEORGIA,26830,5269,155
Towns,GEORGIA,12037,1733,75
Treutlen,GEORGIA,6901,1207,44
Troup,GEORGIA,69922,10638,286
Turner,GEORGIA,7985,1654,48
Twiggs,GEORGIA,8120,1059,58
Unassigned,GEORGIA,0,4656,6
Union,GEORGIA,24511,3452,104
Upson,GEORGIA,26320,5314,157
Walker,GEORGIA,69761,10728,126
Walton,GEORGIA,94593,14579,309
Ware,GEORGIA,35734,7139,229
Warren,GEORGIA,5254,743,23
Washington,GEORGIA,20374,3154,109
Wayne,GEORGIA,29927,5722,156
Webster,GEORGIA,2607,235,6
Wheeler,GEORGIA,7855,935,33
White,GEORGIA,30798,4678,116
Whitfield,GEORGIA,104628,21839,315
Wilcox,GEORGIA,8635,1242,53
Wilkes,GEORGIA,9777,1494,34
Wilkinson,GEORGIA,8954,1467,37
Worth,GEORGIA,20247,2949,83
,GRAND PRINCESS,0,103,3
,GUAM,164229,15362,198
Hawaii,HAWAII,201513,10209,93
Honolulu,HAWAII,974563,55650,614
Kalawao,HAWAII,86,0,0
Kauai,HAWAII,72293,2313,8
Maui,HAWAII,167417,9516,88
Out of HI,HAWAII,0,2440,5
Unassigned,HAWAII,0,0,0
Ada,IDAHO,481587,72502,652
Adams,IDAHO,4294,459,8
Bannock,IDAHO,87808,11907,147
Bear Lake,IDAHO,6125,602,12
Benewah,IDAHO,9298,1057,16
Bingham,IDAHO,46811,6089,94
Blaine,IDAHO,23021,2811,21
Boise,IDAHO,7831,641,7
Bonner,IDAHO,45739,4698,69
Bonneville,IDAHO,119062,18161,196
Boundary,IDAHO,12245,1191,20
Butte,IDAHO,2597,301,3
Camas,IDAHO,1106,99,1
Canyon,IDAHO,229849,36926,438
Caribou,IDAHO,7155,910,14
Cassia,IDAHO,24030,3566,31
Clark,IDAHO,845,73,0
Clearwater,IDAHO,8756,1554,25
Custer,IDAHO,4315,343,5
Elmore,IDAHO,27511,3623,37
Franklin,IDAHO,13876,1476,20
Fremont,IDAHO,13099,1406,15
Gem,IDAHO,18112,2514,52
Gooding,IDAHO,15179,2095,34
Idaho,IDAHO,16667,1867,26
Jefferson,IDAHO,29871,3683,37
Jerome,IDAHO,24412,3888,38
Kootenai,IDAHO,165697,25632,323
Latah,IDAHO,40108,4161,25
Lemhi,IDAHO,8027,738,14
Lewis,IDAHO,3838,696,17
Lincoln,IDAHO,5366,629,11
Madison,IDAHO,39907,8166,34
Minidoka,IDAHO,21039,2933,39
Nez Perce,IDAHO,40408,5716,85
Oneida,IDAHO,4531,464,6
Out of ID,IDAHO,0,0,0
Owyhee,IDAHO,11823,1454,37
Payette,IDAHO,23951,3575,54
Power,IDAHO,7681,892,12
Shoshone,IDAHO,12882,1743,52
Teton,IDAHO,12142,1522,5
Twin Falls,IDAHO,86878,14569,183
Unassigned,IDAHO,0,1,0
Valley,IDAHO,11392,1321,9
Washington,IDAHO,10194,1697,39
Adams,ILLINOIS,65435,12862,148
Alexander,ILLINOIS,5761,685,11
Bond,ILLINOIS,16426,2480,24
Boone,ILLINOIS,53544,7709,83
Brown,ILLINOIS,6578,1039,8
Bureau,ILLINOIS,32628,4325,89
Calhoun,ILLINOIS,4739,657,2
Carroll,ILLINOIS,14305,2287,37
Cass,ILLINOIS,12147,2566,29
Champaign,ILLINOIS,209689,26288,188
Christian,ILLINOIS,32304,5046,81
Clark,ILLINOIS,15441,2583,39
Clay,ILLINOIS,13184,2479,49
Clinton,ILLINOIS,37562,6902,100
Coles,ILLINOIS,50621,7579,117
Cook,ILLINOIS,5150233,620602,11048
Crawford,ILLINOIS,18667,3181,30
Cumberland,ILLINOIS,10766,1830,26
De Witt,ILLINOIS,15638,2003,30
DeKalb,ILLINOIS,104897,11836,133
Douglas,ILLINOIS,19465,3131,37
DuPage,ILLINOIS,922921,105273,1365
Edgar,ILLINOIS,17161,2431,45
Edwards,ILLINOIS,6395,999,16
Effingham,ILLINOIS,34008,6324,89
Fayette,ILLINOIS,21336,4164,59
Ford,ILLINOIS,12961,2372,58
Franklin,ILLINOIS,38469,7086,103
Fulton,ILLINOIS,34340,5000,70
Gallatin,ILLINOIS,4828,771,7
Greene,ILLINOIS,12969,2018,40
Grundy,ILLINOIS,51054,7141,82
Hamilton,ILLINOIS,8116,1311,21
Hancock,ILLINOIS,17708,2648,34
Hardin,ILLINOIS,3821,568,15
Henderson,ILLINOIS,6646,683,14
Henry,ILLINOIS,48913,6376,76
Iroquois,ILLINOIS,27114,4066,76
Jackson,ILLINOIS,56750,7876,91
Jasper,ILLINOIS,9610,1559,20
Jefferson,ILLINOIS,37684,6240,137
Jersey,ILLINOIS,21773,3284,53
Jo Daviess,ILLINOIS,21235,2097,27
Johnson,ILLINOIS,12417,2190,28
Kane,ILLINOIS,532403,66733,857
Kankakee,ILLINOIS,109862,17194,237
Kendall,ILLINOIS,128990,15724,107
Knox,ILLINOIS,49699,6903,167
LaSalle,ILLINOIS,108669,14685,281
Lake,ILLINOIS,696535,78147,1067
Lawrence,ILLINOIS,15678,3149,32
Lee,ILLINOIS,34096,4659,60
Livingston,ILLINOIS,35648,5791,96
Logan,ILLINOIS,28618,4828,74
Macon,ILLINOIS,104009,14812,248
Macoupin,ILLINOIS,44926,6676,102
Madison,ILLINOIS,262966,38956,583
Marion,ILLINOIS,37205,6691,138
Marshall,ILLINOIS,11438,1369,21
Mason,ILLINOIS,13359,2055,51
Massac,ILLINOIS,13772,2052,45
