REGION,STATE,COUNTY,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,NPOPCHG2020,NPOPCHG2021,BIRTHS2020,BIRTHS2021,DEATHS2020,DEATHS2021,NATURALCHG2020,NATURALCHG2021,INTERNATIONALMIG2020,INTERNATIONALMIG2021,DOMESTICMIG2020,DOMESTICMIG2021,NETMIG2020,NETMIG2021,RBIRTH2021,RDEATH2021,RNATURALCHG2021,RINTERNATIONALMIG2021,RDOMESTICMIG2021,RNETMIG2021
3,ARKANSAS,Greene County,45736,45818,46317,82,499,142,563,133,605,9,-42,0,1,73,542,73,543,12.22119716,13.13290281,-0.911705649,0.021707277,11.76534433,11.78705161
3,ARKANSAS,Hempstead County,20065,19993,19694,-72,-299,69,286,60,291,9,-5,0,-2,-81,-290,-81,-292,14.41278,14.66475168,-0.251971678,-0.100788671,-14.61435735,-14.71514602
3,ARKANSAS,Hot Spring County,33040,33034,33148,-6,114,67,327,121,488,-54,-161,0,4,49,267,49,271,9.881840984,14.74721223,-4.865371249,0.120878789,8.068659152,8.189537941
3,ARKANSAS,Howard County,12785,12755,12698,-30,-57,46,174,49,191,-3,-17,-1,0,-26,-42,-27,-42,13.67225867,15.00805406,-1.335795388,0,-3.300200369,-3.300200369
3,ARKANSAS,Independence County,37938,37892,37723,-46,-169,102,430,136,485,-34,-55,0,8,-11,-127,-11,-119,11.37340475,12.82814256,-1.454737817,0.211598228,-3.359121867,-3.147523639
3,ARKANSAS,Izard County,13577,13576,13911,-1,335,33,135,69,224,-36,-89,0,0,37,430,37,430,9.822825336,16.29861389,-6.475788555,0,31.28751774,31.28751774
3,ARKANSAS,Jackson County,16755,16737,16811,-18,74,48,174,70,242,-22,-68,0,0,5,141,5,141,10.37319661,14.42708954,-4.05389293,0,8.405866222,8.405866222
3,ARKANSAS,Jefferson County,67260,66811,65861,-449,-950,169,757,224,944,-55,-187,0,32,-394,-794,-394,-762,11.41160154,14.2305837,-2.818982151,0.482392668,-11.96936807,-11.4869754
3,ARKANSAS,Johnson County,25749,25692,25845,-57,153,64,291,81,326,-17,-35,0,-2,-40,187,-40,185,11.29285756,12.65110503,-1.358247473,-0.077614141,7.256922211,7.17930807
3,ARKANSAS,Lafayette County,6308,6294,6163,-14,-131,16,77,26,121,-10,-44,0,4,-2,-91,-2,-87,12.36252709,19.42682829,-7.064301196,0.6422092,-14.61025929,-13.96805009
3,ARKANSAS,Lawrence County,16216,16196,16292,-20,96,42,174,77,268,-35,-94,0,3,15,189,15,192,10.71164738,16.49839941,-5.786752032,0.184683576,11.63506526,11.81974883
3,ARKANSAS,Lee County,8600,8529,8619,-71,90,28,97,40,126,-12,-29,0,9,-59,111,-59,120,11.31327269,14.69559132,-3.382318638,1.049685095,12.94611617,13.99580126
3,ARKANSAS,Lincoln County,12941,12879,13037,-62,158,21,85,54,158,-33,-73,0,9,-28,223,-28,232,6.559654268,12.1932397,-5.63358543,0.694551628,17.2094459,17.90399753
3,ARKANSAS,Little River County,12026,11971,11944,-55,-27,33,147,48,224,-15,-77,0,0,-39,49,-39,49,12.29353962,18.73301275,-6.439473134,0,4.09784654,4.09784654
3,ARKANSAS,Logan County,21131,21097,21215,-34,118,57,235,86,343,-29,-108,0,1,-4,225,-4,226,11.10795992,16.21289469,-5.10493477,0.047267915,10.63528077,10.68254869
3,ARKANSAS,Lonoke County,74015,74042,74722,27,680,227,867,232,839,-5,28,0,9,29,636,29,645,11.65604582,11.27961066,0.376435159,0.120997015,8.550455755,8.671452771
3,ARKANSAS,Madison County,16521,16551,16960,30,409,50,219,39,204,11,15,0,5,20,394,20,399,13.07033511,12.17510668,0.895228433,0.298409478,23.51466683,23.8130763
3,ARKANSAS,Marion County,16826,16862,16978,36,116,26,147,65,313,-39,-166,0,1,76,285,76,286,8.687943262,18.49881797,-9.810874704,0.059101655,16.84397163,16.90307329
3,ARKANSAS,Miller County,42600,42570,42649,-30,79,121,516,130,584,-9,-68,0,-6,-21,147,-21,141,12.10997548,13.70586372,-1.595888241,-0.140813668,3.449934874,3.309121205
3,ARKANSAS,Mississippi County,40685,40503,39661,-182,-842,130,593,148,599,-18,-6,0,7,-166,-835,-166,-828,14.79467093,14.94436405,-0.149693129,0.174641984,-20.8322938,-20.65765181
3,ARKANSAS,Monroe County,6799,6765,6683,-34,-82,12,87,15,122,-3,-35,0,0,-31,-48,-31,-48,12.93872695,18.14396193,-5.205234979,0,-7.138607971,-7.138607971
3,ARKANSAS,Montgomery County,8484,8459,8611,-25,152,15,85,46,165,-31,-80,0,-1,7,236,7,235,9.958992384,19.33216169,-9.373169303,-0.117164616,27.65084944,27.53368483
3,ARKANSAS,Nevada County,8310,8284,8187,-26,-97,21,76,29,126,-8,-50,0,-2,-17,-44,-17,-46,9.22834072,15.29961751,-6.07127679,-0.242851072,-5.342723575,-5.585574646
3,ARKANSAS,Newton County,7225,7198,7204,-27,6,14,68,25,113,-11,-45,0,0,-15,51,-15,51,9.443132898,15.69226496,-6.249132065,0,7.082349674,7.082349674
3,ARKANSAS,Ouachita County,22650,22592,22306,-58,-286,65,248,97,405,-32,-157,0,1,-24,-132,-24,-131,11.04726268,18.04089269,-6.993630006,0.044545414,-5.879994655,-5.835449241
3,ARKANSAS,Perry County,10019,9997,9964,-22,-33,30,92,42,162,-12,-70,0,0,-10,37,-10,37,9.217975051,16.23165172,-7.01367667,0,3.707229097,3.707229097
3,ARKANSAS,Phillips County,16568,16445,15906,-123,-539,58,263,77,279,-19,-16,0,0,-104,-514,-104,-514,16.25915737,17.24830763,-0.989150258,0,-31.77645204,-31.77645204
3,ARKANSAS,Pike County,10171,10165,10066,-6,-99,24,87,23,177,1,-90,0,0,-7,-9,-7,-9,8.60066235,17.49789926,-8.897236914,0,-0.889723691,-0.889723691
3,ARKANSAS,Poinsett County,22965,22893,22660,-72,-233,74,277,112,412,-38,-135,0,6,-33,-108,-33,-102,12.16165785,18.08881962,-5.927161768,0.263429412,-4.741729414,-4.478300002
3,ARKANSAS,Polk County,19221,19182,19353,-39,171,64,232,72,341,-8,-109,0,0,-28,280,-28,280,12.04100169,17.69819645,-5.657194758,0,14.53224342,14.53224342
3,ARKANSAS,Pope County,63381,63346,63789,-35,443,164,631,210,728,-46,-97,2,-2,9,539,11,537,9.926456129,11.45239313,-1.525936996,-0.031462618,8.479175679,8.447713061
3,ARKANSAS,Prairie County,8282,8248,8135,-34,-113,21,93,33,129,-12,-36,0,0,-22,-76,-22,-76,11.35323201,15.7480315,-4.394799487,0,-9.277910029,-9.277910029
3,ARKANSAS,Pulaski County,399125,399073,397821,-52,-1252,1239,4948,1165,4632,74,316,8,118,-132,-1743,-124,-1625,12.41821372,11.62513459,0.79307913,0.296149802,-4.374483934,-4.078334132
3,ARKANSAS,Randolph County,18571,18581,18865,10,284,55,266,65,286,-10,-20,1,11,20,297,21,308,14.20712493,15.27532981,-1.068204882,0.587512685,15.86284249,16.45035518
3,ARKANSAS,St. Francis County,23090,23046,22739,-44,-307,95,309,77,302,18,7,0,7,-63,-318,-63,-311,13.49787048,13.19209348,0.305777001,0.305777001,-13.89101234,-13.58523534
3,ARKANSAS,Saline County,123416,123681,125233,265,1552,310,1321,353,1430,-43,-109,1,18,310,1646,311,1664,10.61410768,11.48991218,-0.875804495,0.144628265,13.22545136,13.37007963
3,ARKANSAS,Scott County,9836,9811,9822,-25,11,32,118,48,128,-16,-10,0,0,-9,21,-9,21,12.0205776,13.03927062,-1.018693017,0,2.139255335,2.139255335
3,ARKANSAS,Searcy County,7828,7827,7880,-1,53,19,77,28,141,-9,-64,0,1,8,118,8,119,9.804545744,17.95377857,-8.149232826,0.127331763,15.02514802,15.15247979
3,ARKANSAS,Sebastian County,127799,127739,128400,-60,661,399,1612,376,1542,23,70,-1,24,-81,546,-82,570,12.5869157,12.04033747,0.546578225,0.187398249,4.263310156,4.450708404
3,ARKANSAS,Sevier County,15839,15778,15783,-61,5,57,263,43,187,14,76,1,0,-77,-72,-76,-72,16.66613859,11.85006812,4.816070467,0,-4.562593074,-4.562593074
3,ARKANSAS,Sharp County,17271,17282,17622,11,340,42,175,85,335,-43,-160,0,1,55,509,55,510,10.02750401,19.19550768,-9.168003667,0.057300023,29.16571167,29.22301169
3,ARKANSAS,Stone County,12359,12364,12481,5,117,29,114,49,191,-20,-77,0,0,26,196,26,196,9.17689676,15.37532703,-6.198430268,0,15.7778225,15.7778225
3,ARKANSAS,Union County,39054,38925,38340,-129,-585,100,423,143,612,-43,-189,-1,-5,-83,-390,-84,-395,10.94933023,15.84158416,-4.892253931,-0.129424707,-10.09512716,-10.22455187
3,ARKANSAS,Van Buren County,15796,15765,15694,-31,-71,22,105,79,279,-57,-174,0,5,28,97,28,102,6.675355224,17.73737245,-11.06201723,0.317874058,6.166756731,6.484630789
3,ARKANSAS,Washington County,245871,246662,250057,791,3395,774,3029,517,2089,257,940,5,170,511,2253,516,2423,12.19603035,8.411194257,3.784836095,0.684491634,9.071527363,9.756018997
3,ARKANSAS,White County,76822,76810,77207,-12,397,182,832,221,1020,-39,-188,0,8,27,572,27,580,10.80400216,13.2452911,-2.441288949,0.103884636,7.427751482,7.531636118
3,ARKANSAS,Woodruff County,6269,6200,6116,-69,-84,7,66,37,122,-30,-56,0,0,-38,-29,-38,-29,10.71776551,19.81162715,-9.093861643,0,-4.709321208,-4.709321208
3,ARKANSAS,Yell County,20263,20216,20155,-47,-61,70,246,65,273,5,-27,1,5,-51,-42,-50,-37,12.18696589,13.52455971,-1.337593817,0.247702559,-2.080701494,-1.832998935
4,CALIFORNIA,California,39538223,39499738,39237836,-38485,-261902,104957,424333,81738,332337,23219,91996,-478,14339,-62084,-367299,-62562,-352960,10.77841184,8.441636772,2.33677507,0.36422255,-9.329700709,-8.965478159
4,CALIFORNIA,Alameda County,1682353,1679844,1648556,-2509,-31288,4449,17349,2827,12705,1622,4644,37,2262,-4211,-37804,-4174,-35542,10.42482875,7.634298762,2.790529984,1.359211633,-22.71601971,-21.35680808
4,CALIFORNIA,Alpine County,1204,1198,1235,-6,37,2,9,10,15,-8,-6,0,0,2,43,2,43,7.398273736,12.33045623,-4.932182491,0,35.34730785,35.34730785
4,CALIFORNIA,Amador County,40474,40541,41259,67,718,67,287,133,521,-66,-234,1,3,138,963,139,966,7.017114914,12.73838631,-5.721271394,0.073349633,23.54523227,23.61858191
4,CALIFORNIA,Butte County,211632,210083,208309,-1549,-1774,504,2022,607,2383,-103,-361,2,14,-1451,-1453,-1449,-1439,9.66557678,11.39123119,-1.72565441,0.066922886,-6.945639496,-6.87871661
4,CALIFORNIA,Calaveras County,45292,45327,46221,35,894,86,379,136,603,-50,-224,-1,5,93,1133,92,1138,8.279809499,13.17341722,-4.893607725,0.109232315,24.75204264,24.86127496
4,CALIFORNIA,Colusa County,21839,21853,21917,14,64,65,264,47,150,18,114,0,-11,-4,-44,-4,-55,12.06305689,6.854009596,5.209047293,-0.50262737,-2.010509481,-2.513136852
4,CALIFORNIA,Contra Costa County,1165927,1165562,1161413,-365,-4149,2911,11600,2242,9804,669,1796,107,806,-1142,-6917,-1035,-6111,9.970025462,8.426390486,1.543634977,0.692744873,-5.945057424,-5.252312552
4,CALIFORNIA,Del Norte County,27743,27709,28100,-34,391,47,258,94,298,-47,-40,2,5,12,429,14,434,9.245820567,10.67928112,-1.433460553,0.179182569,15.37386443,15.553047
4,CALIFORNIA,El Dorado County,191185,191114,193221,-71,2107,374,1471,456,2051,-82,-580,-1,52,30,2664,29,2716,7.654780335,10.6729806,-3.018200268,0.270597265,13.86290606,14.13350332
4,CALIFORNIA,Fresno County,1008654,1008966,1013581,312,4615,3428,13817,2277,8865,1151,4952,-35,9,-856,-617,-891,-608,13.6629705,8.766174531,4.896795971,0.00889967,-0.610121792,-0.601222122
4,CALIFORNIA,Glenn County,28917,28893,28805,-24,-88,97,361,55,260,42,101,0,-3,-67,-191,-67,-194,12.51343201,9.012444106,3.500987903,-0.10398974,-6.620680093,-6.724669833
4,CALIFORNIA,Humboldt County,136463,136351,136310,-112,-41,368,1290,347,1536,21,-246,-1,11,-126,174,-127,185,9.462299339,11.26673782,-1.804438479,0.080686273,1.276310143,1.356996417
4,CALIFORNIA,Imperial County,179702,179489,179851,-213,362,562,2289,467,1567,95,722,12,-60,-330,-344,-318,-404,12.74002338,8.721545055,4.018478321,-0.333945567,-1.91462125,-2.248566817
4,CALIFORNIA,Inyo County,19016,19023,18970,7,-53,48,172,57,201,-9,-29,0,0,18,-26,18,-26,9.054299476,10.58089648,-1.526597005,0,-1.368673177,-1.368673177
4,CALIFORNIA,Kern County,909235,909997,917673,762,7676,3014,12371,2014,7682,1000,4689,-46,-184,-253,2989,-299,2805,13.53745479,8.406331559,5.131123233,-0.201349259,3.270831168,3.069481909
4,CALIFORNIA,Kings County,152486,152627,153443,141,816,542,2176,262,1083,280,1093,-3,-71,-147,-245,-150,-316,14.21896952,7.076812494,7.142157023,-0.463946156,-1.600940961,-2.064887117
4,CALIFORNIA,Lake County,68163,68174,68766,11,592,180,723,226,884,-46,-161,-1,-2,66,763,65,761,10.55936907,12.91076384,-2.351394771,-0.029209873,11.14356653,11.11435665
4,CALIFORNIA,Lassen County,32730,32719,33159,-11,440,92,292,63,242,29,50,0,1,-39,389,-39,390,8.864871429,7.346913993,1.517957437,0.030359149,11.80970886,11.840068
4,CALIFORNIA,Los Angeles County,10014009,9989165,9829544,-24844,-159621,24177,99716,20782,82350,3395,17366,-443,4023,-28160,-179757,-28603,-175734,10.06281489,8.310329396,1.752485492,0.405980026,-18.14013213,-17.73415211
4,CALIFORNIA,Madera County,156255,156620,159410,365,2790,534,2069,336,1302,198,767,-2,-94,165,2127,163,2033,13.09369364,8.239724077,4.85396956,-0.594880233,13.4607474,12.86586717
4,CALIFORNIA,Marin County,262321,261776,260206,-545,-1570,532,2034,549,2305,-17,-271,3,164,-507,-1490,-504,-1326,7.793372185,8.831722167,-1.038349981,0.628374159,-5.709009123,-5.080634964
4,CALIFORNIA,Mariposa County,17131,17124,17147,-7,23,22,129,50,197,-28,-68,0,3,23,91,23,94,7.528230866,11.49660062,-3.968369759,0.175075136,5.310612471,5.485687608
4,CALIFORNIA,Mendocino County,91601,91354,91305,-247,-49,204,869,243,1037,-39,-168,-1,8,-198,102,-199,110,9.514997892,11.35449116,-1.839493263,0.087594917,1.116835196,1.204430113
4,CALIFORNIA,Merced County,281202,281726,286461,524,4735,976,3737,588,2224,388,1513,0,-85,119,3305,119,3220,13.15412003,7.828408605,5.32571143,-0.299197271,11.6334939,11.33429663
4,CALIFORNIA,Modoc County,8700,8658,8661,-42,3,4,50,34,114,-30,-64,0,-2,-10,70,-10,68,5.774005428,13.16473238,-7.390726947,-0.230960217,8.083607599,7.852647382
4,CALIFORNIA,Mono County,13195,13206,13247,11,41,26,111,12,49,14,62,2,25,-6,-47,-4,-22,8.392242846,3.704683779,4.687559067,1.890144785,-3.553472196,-1.663327411
4,CALIFORNIA,Monterey County,439035,438500,437325,-535,-1175,1436,5595,770,3128,666,2467,-46,-120,-1172,-3563,-1218,-3683,12.77652499,7.142979477,5.633545514,-0.274027346,-8.136328604,-8.41035595
4,CALIFORNIA,Napa County,138019,137608,136207,-411,-1401,289,1214,307,1399,-18,-185,-2,-26,-386,-1196,-388,-1222,8.867300915,10.21857824,-1.351277322,-0.189909245,-8.735825283,-8.925734529
4,CALIFORNIA,Nevada County,102241,102199,103487,-42,1288,203,783,297,1135,-94,-352,0,-4,67,1670,67,1666,7.613546863,11.03623971,-3.422692842,-0.038894237,16.23834388,16.19944965
4,CALIFORNIA,Orange County,3186989,3184101,3167809,-2888,-16292,7723,32347,5980,25108,1743,7239,-86,1214,-4590,-25019,-4676,-23805,10.18496799,7.905653575,2.279314411,0.38224723,-7.877630508,-7.495383278
4,CALIFORNIA,Placer County,404739,405741,412300,1002,6559,913,3510,914,3915,-1,-405,1,43,1027,6984,1028,7027,8.581476968,9.571647387,-0.990170419,0.105129205,17.07493879,17.18006799
4,CALIFORNIA,Plumas County,19790,19769,19915,-21,146,31,155,43,248,-12,-93,0,3,-5,239,-5,242,7.811712529,12.49874005,-4.687027517,0.151194436,12.04515674,12.19635117
4,CALIFORNIA,Riverside County,2418185,2422764,2458395,4579,35631,6646,27110,5593,22167,1053,4943,-38,-508,3520,31251,3482,30743,11.10801758,9.082678929,2.025338654,-0.208147286,12.80474576,12.59659847
4,CALIFORNIA,Sacramento County,1585055,1586241,1588921,1186,2680,4548,18263,3453,14293,1095,3970,113,989,-50,-2639,63,-1650,11.50366501,9.003005201,2.500659809,0.62296034,-1.662277389,-1.039317049
4,CALIFORNIA,San Benito County,64209,64507,66677,298,2170,195,766,124,397,71,369,0,-43,224,1869,224,1826,11.67825345,6.052567386,5.625686059,-0.655567752,28.49432858,27.83876082
4,CALIFORNIA,San Bernardino County,2181654,2182740,2194710,1086,11970,6455,27178,5120,18941,1335,8237,-46,-365,-322,3608,-368,3243,12.4172749,8.653896675,3.763378223,-0.166763755,1.648448298,1.481684542
4,CALIFORNIA,San Diego County,3298634,3297252,3286069,-1382,-11183,9284,37107,6314,26463,2970,10644,-112,718,-4293,-22867,-4405,-22149,11.27303378,8.039407466,3.233626311,0.218126991,-6.946949723,-6.728822732
4,CALIFORNIA,San Francisco County,873965,870014,815201,-3951,-54813,2032,7944,1648,7135,384,809,49,957,-4400,-55631,-4351,-54674,9.427877155,8.467762274,0.960114882,1.135760126,-66.02243631,-64.88667618
4,CALIFORNIA,San Joaquin County,779233,780517,789410,1284,8893,2536,9682,1880,7059,656,2623,-2,148,601,6051,599,6199,12.33433147,8.992774823,3.341556646,0.188543799,7.708638682,7.897182481
4,CALIFORNIA,San Luis Obispo County,282424,282231,283159,-193,928,626,2357,687,2671,-61,-314,0,-24,-110,1233,-110,1209,8.337607669,9.44834539,-1.110737721,-0.084897151,4.361591114,4.276693964
4,CALIFORNIA,San Mateo County,764442,762453,737888,-1989,-24565,1955,7828,1292,5754,663,2074,82,796,-2735,-27028,-2653,-26232,10.43496112,7.670256295,2.764704824,1.061092112,-36.02914271,-34.9680506
4,CALIFORNIA,Santa Barbara County,448229,448096,446475,-133,-1621,1419,5303,909,3632,510,1671,7,91,-653,-3418,-646,-3327,11.85596224,8.120093319,3.735868925,0.203449475,-7.641651697,-7.438202222
4,CALIFORNIA,Santa Clara County,1936259,1930598,1885508,-5661,-45090,5032,19843,2846,13008,2186,6835,47,3563,-7987,-54801,-7940,-51238,10.3996063,6.81742069,3.58218561,1.867348549,-28.72090031,-26.85355176
4,CALIFORNIA,Santa Cruz County,270861,270353,267792,-508,-2561,590,2258,465,2226,125,32,-5,-6,-623,-2596,-628,-2602,8.391790317,8.272863262,0.118927055,-0.022298823,-9.647957335,-9.670256158
4,CALIFORNIA,Shasta County,182155,181893,182139,-262,246,465,1826,633,2480,-168,-654,1,53,-82,834,-81,887,10.03208509,13.62517581,-3.593090717,0.291183193,4.582014768,4.873197961
4,CALIFORNIA,Sierra County,3236,3228,3283,-8,55,6,15,8,40,-2,-25,0,0,-4,80,-4,80,4.60758716,12.28689909,-7.679311934,0,24.57379819,24.57379819
4,CALIFORNIA,Siskiyou County,44076,43962,44118,-114,156,79,370,142,617,-63,-247,0,-1,-45,407,-45,406,8.401453224,14.00999092,-5.608537693,-0.02270663,9.241598547,9.218891916
4,CALIFORNIA,Solano County,453491,453274,451716,-217,-1558,1260,4957,976,4157,284,800,6,73,-505,-2495,-499,-2422,10.95481718,9.186841844,1.767975337,0.16132775,-5.513873081,-5.352545332
4,CALIFORNIA,Sonoma County,488863,488345,485887,-518,-2458,1140,4290,1144,4933,-4,-643,-13,8,-468,-1888,-481,-1880,8.806937157,10.12695128,-1.320014124,0.016423193,-3.875873509,-3.859450316
4,CALIFORNIA,Stanislaus County,552878,552710,552999,-168,289,1755,7180,1346,5094,409,2086,-12,-50,-592,-1870,-604,-1920,12.98714219,9.213997535,3.773144652,-0.090439709,-3.38244511,-3.472884819
4,CALIFORNIA,Sutter County,99633,99480,99063,-153,-417,308,1218,223,964,85,254,-2,14,-237,-697,-239,-683,12.26938245,9.710742761,2.55863969,0.141027385,-7.021149071,-6.880121686
4,CALIFORNIA,Tehama County,65829,65615,65498,-214,-117,160,751,207,768,-47,-17,0,-13,-164,-100,-164,-113,11.45576716,11.71508546,-0.259318298,-0.198302228,-1.525401753,-1.723703981
4,CALIFORNIA,Trinity County,16112,16088,16060,-24,-28,23,95,35,178,-12,-83,0,-1,-8,58,-8,57,5.910165485,11.07378375,-5.163618266,-0.062212268,3.608311559,3.546099291
4,CALIFORNIA,Tulare County,473117,473736,477054,619,3318,1642,6584,976,3890,666,2694,-20,-157,-56,667,-76,510,13.84953565,8.182669149,5.666866501,-0.330251685,1.403043785,1.072792099
4,CALIFORNIA,Tuolumne County,55620,55516,55810,-104,294,101,424,200,694,-99,-270,0,10,5,558,5,568,7.617268203,12.46788711,-4.850618903,0.179652552,10.0246124,10.20426495
4,CALIFORNIA,Ventura County,843843,842921,839784,-922,-3137,2067,8380,1753,7178,314,1202,-42,-176,-1196,-4278,-1238,-4454,9.960153443,8.531501362,1.428652081,-0.209186994,-5.084670218,-5.293857212
4,CALIFORNIA,Yolo County,216403,216255,216986,-148,731,459,2004,366,1563,93,441,9,278,-259,-46,-250,232,9.251201987,7.215383586,2.035818401,1.283350375,-0.21235294,1.070997436
4,CALIFORNIA,Yuba County,81575,81932,83421,357,1489,268,1151,173,674,95,477,1,-4,255,1017,256,1013,13.92173108,8.152256082,5.769475002,-0.048381342,12.30095614,12.2525748
4,COLORADO,Colorado,5773714,5784308,5812069,10594,27761,15242,60675,11835,47988,3407,12687,39,1677,6980,13054,7019,14731,10.46447524,8.276378045,2.188097196,0.289228265,2.251392827,2.540621092
4,COLORADO,Adams County,519572,520163,522140,591,1977,1590,6252,1005,3902,585,2350,11,149,-43,-617,-32,-468,11.99651157,7.487266179,4.509245392,0.285905346,-1.183916769,-0.898011423
4,COLORADO,Alamosa County,16376,16362,16547,-14,185,42,184,35,123,7,61,-1,0,-20,123,-21,123,11.18235133,7.475158771,3.707192561,0,7.475158771,7.475158771
4,COLORADO,Arapahoe County,655070,655112,654900,42,-212,1844,7173,1258,5228,586,1945,39,435,-602,-2720,-563,-2285,10.95104472,7.981606275,2.969438448,0.664116054,-4.152633716,-3.488517662
4,COLORADO,Archuleta County,13359,13424,13790,65,366,30,98,26,116,4,-18,0,5,63,384,63,389,7.202175351,8.525023885,-1.322848534,0.367457926,28.22076872,28.58822665
4,COLORADO,Baca County,3506,3486,3514,-20,28,15,38,21,56,-6,-18,0,0,-14,47,-14,47,10.85714286,16,-5.142857143,0,13.42857143,13.42857143
4,COLORADO,Bent County,5650,5635,5759,-15,124,12,44,19,58,-7,-14,0,0,-9,141,-9,141,7.723363174,10.18079691,-2.457433737,0,24.74986835,24.74986835
4,COLORADO,Boulder County,330758,330811,329543,53,-1268,605,2415,550,2319,55,96,8,191,-11,-1604,-3,-1413,7.314258716,7.023505574,0.290753142,0.578477604,-4.858000406,-4.279522801
4,COLORADO,Broomfield County,74112,74513,75325,401,812,164,619,117,504,47,115,0,28,350,662,350,690,8.26225657,6.727265447,1.534991124,0.373736969,8.836209773,9.209946743
4,COLORADO,Chaffee County,19476,19571,20074,95,503,38,133,52,202,-14,-69,0,3,111,579,111,582,6.709547232,10.19044016,-3.480892925,0.151343171,29.20923193,29.3605751
4,COLORADO,Cheyenne County,1748,1736,1707,-12,-29,4,17,8,21,-4,-4,0,5,-7,-30,-7,-25,9.875108917,12.19866396,-2.323555039,2.904443799,-17.42666279,-14.522219
