County,State,Population,Total_cases,Total_deaths
Warren,Mississippi,45381,6531,172
Washington,Mississippi,43909,7208,155
Wayne,Mississippi,20183,4362,71
Webster,Mississippi,9689,1987,43
Wilkinson,Mississippi,8630,1023,36
Winston,Mississippi,17955,3075,91
Yalobusha,Mississippi,12108,2271,47
Yazoo,Mississippi,29690,4265,86
Adair,Missouri,25343,3347,31
Andrew,Missouri,17712,2672,24
Atchison,Missouri,5143,631,6
Audrain,Missouri,25388,3641,64
Barry,Missouri,35789,4183,59
Barton,Missouri,11754,1743,25
Bates,Missouri,16172,2192,39
Benton,Missouri,19443,2550,43
Bollinger,Missouri,12133,1652,19
Boone,Missouri,180463,24140,130
Buchanan,Missouri,87364,13233,176
Butler,Missouri,42478,6396,69
Caldwell,Missouri,9020,1105,19
Callaway,Missouri,44743,7209,67
Camden,Missouri,46305,6166,120
Cape Girardeau,Missouri,78871,11836,152
Carroll,Missouri,8679,1349,26
Carter,Missouri,5982,1049,14
Cass,Missouri,105780,13738,149
Cedar,Missouri,14349,1630,30
Chariton,Missouri,7426,997,8
Christian,Missouri,88595,12642,154
Clark,Missouri,6797,969,12
Clay,Missouri,249948,14349,206
Clinton,Missouri,20387,2752,75
Cole,Missouri,76745,12672,168
Cooper,Missouri,17709,2654,33
Crawford,Missouri,23920,3486,56
Dade,Missouri,7561,858,17
Dallas,Missouri,16878,2202,40
Daviess,Missouri,8278,1001,13
DeKalb,Missouri,12547,1421,33
Dent,Missouri,15573,1814,33
Douglas,Missouri,13185,1570,42
Dunklin,Missouri,29131,4194,58
Franklin,Missouri,103967,13916,210
Gasconade,Missouri,14706,2121,48
Gentry,Missouri,6571,1261,25
Greene,Missouri,293086,42308,654
Grundy,Missouri,9850,1527,47
Harrison,Missouri,8352,1089,17
Henry,Missouri,21824,3136,49
Hickory,Missouri,9544,1053,18
Holt,Missouri,4403,600,16
Howard,Missouri,10001,1364,12
Howell,Missouri,40117,5548,68
Iron,Missouri,10125,1331,12
Jackson,Missouri,703011,54147,645
Jasper,Missouri,121328,21995,333
Jefferson,Missouri,225081,30855,305
Johnson,Missouri,54062,6871,69
Kansas City,Missouri,488943,61508,792
Knox,Missouri,3959,504,3
Laclede,Missouri,35723,5175,125
Lafayette,Missouri,32708,4471,71
Lawrence,Missouri,38355,5053,104
Lewis,Missouri,9776,1604,22
Lincoln,Missouri,59013,8808,61
Linn,Missouri,11920,1798,25
Livingston,Missouri,15227,2525,62
Macon,Missouri,15117,2134,20
Madison,Missouri,12088,2264,23
Maries,Missouri,8697,963,17
Marion,Missouri,28530,5070,58
McDonald,Missouri,22837,3452,42
Mercer,Missouri,3617,422,3
Miller,Missouri,25619,3892,74
Mississippi,Missouri,13180,2107,37
Moniteau,Missouri,16132,2513,38
Monroe,Missouri,8644,1270,12
Montgomery,Missouri,11551,1485,19
Morgan,Missouri,20627,2546,57
New Madrid,Missouri,17076,3215,53
Newton,Missouri,58236,7604,117
Nodaway,Missouri,22092,3277,33
Oregon,Missouri,10529,1306,10
Osage,Missouri,13615,2094,22
Out of MO,Missouri,0,0,0
Ozark,Missouri,9174,1073,28
Pemiscot,Missouri,15805,2006,41
Perry,Missouri,19136,2974,32
Pettis,Missouri,42339,7116,99
Phelps,Missouri,44573,6017,176
Pike,Missouri,18302,2463,33
Platte,Missouri,104418,5729,59
Polk,Missouri,32149,5021,49
Pulaski,Missouri,52607,4998,74
Putnam,Missouri,4696,608,9
Ralls,Missouri,10309,1502,14
Randolph,Missouri,24748,3501,36
Ray,Missouri,23018,2849,47
Reynolds,Missouri,6270,671,5
Ripley,Missouri,13288,1826,21
Saline,Missouri,22761,3989,46
Schuyler,Missouri,4660,407,7
Scotland,Missouri,4902,333,4
Scott,Missouri,38280,6936,110
Shannon,Missouri,8166,960,16
Shelby,Missouri,5930,894,9
St. Charles,Missouri,402022,54166,531
St. Clair,Missouri,9397,1218,14
St. Francois,Missouri,67215,11725,152
St. Louis,Missouri,994205,125602,2481
St. Louis City,Missouri,300576,30686,588
Ste. Genevieve,Missouri,17894,2317,29
Stoddard,Missouri,29025,4189,64
Stone,Missouri,31952,3859,81
Sullivan,Missouri,6089,1152,14
Taney,Missouri,55928,8850,144
Texas,Missouri,25398,2915,40
Unassigned,Missouri,0,0,0
Vernon,Missouri,20563,2878,64
Warren,Missouri,35649,4831,41
Washington,Missouri,24730,3831,63
Wayne,Missouri,12873,1500,18
Webster,Missouri,39592,5564,86
Worth,Missouri,2013,216,2
Wright,Missouri,18289,2506,46
Beaverhead,Montana,9453,1305,15
Big Horn,Montana,13319,2898,81
Blaine,Montana,6681,997,24
Broadwater,Montana,6237,732,12
Carbon,Montana,10725,1162,19
Carter,Montana,1252,170,5
Cascade,Montana,81366,13199,210
Chouteau,Montana,5635,618,8
Custer,Montana,11402,1808,24
Daniels,Montana,1690,230,9
Dawson,Montana,8613,1370,34
Deer Lodge,Montana,9140,1433,24
Fallon,Montana,2846,422,4
Fergus,Montana,11050,1442,36
Flathead,Montana,103806,17264,153
Gallatin,Montana,114434,18207,72
Garfield,Montana,1258,110,3
Glacier,Montana,13753,1893,48
Golden Valley,Montana,821,67,3
Granite,Montana,3379,304,2
Hill,Montana,16484,2808,52
Jefferson,Montana,12221,1486,9
Judith Basin,Montana,2007,131,1
Lake,Montana,30458,3230,53
Lewis and Clark,Montana,69432,9241,102
Liberty,Montana,2337,229,1
Lincoln,Montana,19980,2950,45
Madison,Montana,8600,1097,8
McCone,Montana,1664,220,2
Meagher,Montana,1862,220,7
Mineral,Montana,4397,599,9
Missoula,Montana,119600,13719,129
Musselshell,Montana,4633,488,15
Out of MT,Montana,0,0,0
Park,Montana,16606,1911,26
Petroleum,Montana,487,15,1
Phillips,Montana,3954,624,19
Pondera,Montana,5911,693,4
Powder River,Montana,1682,223,9
Powell,Montana,6890,1186,14
Prairie,Montana,1077,151,2
Ravalli,Montana,43806,4450,56
Richland,Montana,10803,1542,18
Roosevelt,Montana,11004,1833,57
Rosebud,Montana,8937,1500,55
Sanders,Montana,12113,1173,17
Sheridan,Montana,3309,482,7
Silver Bow,Montana,34915,5176,96
Stillwater,Montana,9642,972,20
Sweet Grass,Montana,3737,505,7
Teton,Montana,6147,719,7
Toole,Montana,4736,905,11
Treasure,Montana,696,76,1
Unassigned,Montana,0,0,0
Valley,Montana,7396,1062,21
Wheatland,Montana,2126,243,12
Wibaux,Montana,969,153,7
Yellowstone,Montana,161300,24362,331
Adams,Nebraska,31363,3716,46
Antelope,Nebraska,6298,645,7
Arthur,Nebraska,463,24,1
Banner,Nebraska,745,45,0
Blaine,Nebraska,465,36,0
Boone,Nebraska,5192,666,4
Box Butte,Nebraska,10783,1345,8
Boyd,Nebraska,1919,223,3
Brown,Nebraska,2955,281,2
Buffalo,Nebraska,49659,6932,57
Burt,Nebraska,6459,740,12
Butler,Nebraska,8016,1019,11
Cass,Nebraska,26248,3306,16
Cedar,Nebraska,8402,890,11
Chase,Nebraska,3924,491,5
Cherry,Nebraska,5689,390,7
Cheyenne,Nebraska,8910,1102,16
Clay,Nebraska,6203,860,11
Colfax,Nebraska,10709,1697,21
Cuming,Nebraska,8846,1121,15
Custer,Nebraska,10777,1154,19
Dakota,Nebraska,20026,4422,65
Dawes,Nebraska,8589,945,12
Dawson,Nebraska,23595,3429,31
Deuel,Nebraska,1794,141,1
Dixon,Nebraska,5636,696,9
Dodge,Nebraska,36565,5551,62
Douglas,Nebraska,571327,83473,718
Dundy,Nebraska,1693,227,4
Fillmore,Nebraska,5462,675,8
Franklin,Nebraska,2979,291,4
Frontier,Nebraska,2627,327,1
Furnas,Nebraska,4676,581,5
Gage,Nebraska,21513,2468,19
Garden,Nebraska,1837,146,1
Garfield,Nebraska,1969,248,1
Gosper,Nebraska,1990,220,5
Grant,Nebraska,623,58,4
Greeley,Nebraska,2356,260,1
Hall,Nebraska,61353,9405,117
Hamilton,Nebraska,9324,1204,17
Harlan,Nebraska,3380,252,0
Hayes,Nebraska,922,67,0
Hitchcock,Nebraska,2762,313,5
Holt,Nebraska,10067,1102,16
Hooker,Nebraska,682,67,2
Howard,Nebraska,6445,666,10
Jefferson,Nebraska,7046,764,1
Johnson,Nebraska,5071,679,9
Kearney,Nebraska,6495,794,5
Keith,Nebraska,8034,879,10
Keya Paha,Nebraska,806,61,0
Kimball,Nebraska,3632,509,1
Knox,Nebraska,8332,996,12
Lancaster,Nebraska,319090,39896,170
Lincoln,Nebraska,34914,5025,60
Logan,Nebraska,748,91,0
Loup,Nebraska,664,54,0
Madison,Nebraska,35099,5356,44
McPherson,Nebraska,494,45,1
Merrick,Nebraska,7755,927,15
Morrill,Nebraska,4642,681,7
Nance,Nebraska,3519,485,10
Nemaha,Nebraska,6972,873,15
Nuckolls,Nebraska,4148,505,11
Otoe,Nebraska,16012,1774,10
Out of NE,Nebraska,0,0,0
Pawnee,Nebraska,2613,279,1
Perkins,Nebraska,2891,325,11
Phelps,Nebraska,9034,1213,10
Pierce,Nebraska,7148,723,20
Platte,Nebraska,33470,4955,50
Polk,Nebraska,5213,716,9
Red Willow,Nebraska,10724,1485,15
Richardson,Nebraska,7865,879,19
Rock,Nebraska,1357,120,2
Saline,Nebraska,14224,2329,2
Sarpy,Nebraska,187196,27029,131
Saunders,Nebraska,21578,2961,16
Scotts Bluff,Nebraska,35618,5204,48
Seward,Nebraska,17284,2244,32
Sheridan,Nebraska,5246,659,10
Sherman,Nebraska,3001,312,4
Sioux,Nebraska,1166,49,0
Stanton,Nebraska,5920,447,11
Thayer,Nebraska,5003,656,4
Thomas,Nebraska,722,61,1
Thurston,Nebraska,7224,973,11
Unassigned,Nebraska,0,2135,197
Valley,Nebraska,4158,437,2
Washington,Nebraska,20729,2637,25
Wayne,Nebraska,9385,1187,7
Webster,Nebraska,3487,453,7
Wheeler,Nebraska,783,61,0
York,Nebraska,13679,2239,11
Carson City,Nevada,55916,8328,146
Churchill,Nevada,24909,3323,56
Clark,Nevada,2266715,320777,5660
Douglas,Nevada,48905,4396,50
Elko,Nevada,52778,7328,93
Esmeralda,Nevada,873,58,0
Eureka,Nevada,2029,143,0
Humboldt,Nevada,16831,1966,19
Lander,Nevada,5532,673,14
Lincoln,Nevada,5183,492,4
Lyon,Nevada,57510,6015,93
Mineral,Nevada,4505,520,11
Nye,Nevada,46523,4127,135
Out of NV,Nevada,0,0,0
Pershing,Nevada,6725,1067,23
Storey,Nevada,4123,191,4
Unassigned,Nevada,0,0,0
Washoe,Nevada,471519,61875,848
White Pine,Nevada,9580,1050,10
Belknap,New Hampshire,61303,5459,116
Carroll,New Hampshire,48910,3275,19
Cheshire,New Hampshire,76085,5072,45
Coos,New Hampshire,31563,2726,47
Grafton,New Hampshire,89886,5211,30
Hillsborough,New Hampshire,417025,42411,665
Merrimack,New Hampshire,151391,11966,127
Out of NH,New Hampshire,0,0,0
Rockingham,New Hampshire,309769,29012,289
Strafford,New Hampshire,130633,12150,111
Sullivan,New Hampshire,43146,2571,31
Unassigned,New Hampshire,0,910,1
Atlantic,New Jersey,263670,37896,740
Bergen,New Jersey,932202,116922,2962
Burlington,New Jersey,445349,52391,923
Camden,New Jersey,506471,65449,1406
Cape May,New Jersey,92039,11960,229
Cumberland,New Jersey,149527,20007,463
Essex,New Jersey,798975,104546,3125
Gloucester,New Jersey,291636,36602,699
Hudson,New Jersey,672391,95891,2373
Hunterdon,New Jersey,124371,11450,187
Mercer,New Jersey,367430,38277,992
Middlesex,New Jersey,825062,103691,2428
Monmouth,New Jersey,618795,89283,1707
Morris,New Jersey,491845,56336,1288
Ocean,New Jersey,607186,90343,2292
Out of NJ,New Jersey,0,0,0
Passaic,New Jersey,501826,79968,1994
Salem,New Jersey,62385,7315,200
Somerset,New Jersey,328934,34092,868
Sussex,New Jersey,140488,16268,319
Unassigned,New Jersey,0,675,0
Union,New Jersey,556341,78721,2026
Warren,New Jersey,105267,11549,251
Bernalillo,New Mexico,679121,71541,1071
Catron,New Mexico,3527,144,7
Chaves,New Mexico,64615,11971,190
Cibola,New Mexico,26675,3349,135
Colfax,New Mexico,11941,1167,46
Curry,New Mexico,48954,7104,106
De Baca,New Mexico,1748,220,3
Dona Ana,New Mexico,218195,28657,522
Eddy,New Mexico,58460,10352,184
Grant,New Mexico,26998,2092,48
Guadalupe,New Mexico,4300,585,15
Harding,New Mexico,625,16,2
Hidalgo,New Mexico,4198,540,11
Lea,New Mexico,71070,13047,248
Lincoln,New Mexico,19572,2674,29
Los Alamos,New Mexico,19369,668,9
Luna,New Mexico,23709,3794,93
McKinley,New Mexico,71367,13876,496
Mora,New Mexico,4521,302,10
Otero,New Mexico,67490,5594,96
Out of NM,New Mexico,0,0,0
Quay,New Mexico,8253,940,14
Rio Arriba,New Mexico,38921,4511,83
Roosevelt,New Mexico,18500,2583,67
San Juan,New Mexico,123958,18573,534
San Miguel,New Mexico,27277,2385,20
Sandoval,New Mexico,146748,14926,264
Santa Fe,New Mexico,150358,12379,165
Sierra,New Mexico,10791,957,54
Socorro,New Mexico,16637,1600,62
Taos,New Mexico,32723,2225,61
Torrance,New Mexico,15461,1279,18
Unassigned,New Mexico,0,4872,0
Union,New Mexico,4059,326,11
Valencia,New Mexico,76688,8566,138
Albany,New York,305506,29378,373
Allegany,New York,46091,4217,93
Bronx,New York,1418207,204075,6720
Broome,New York,190488,22780,394
Cattaraugus,New York,76117,7056,102
Cayuga,New York,76576,8199,106
Chautauqua,New York,126903,11659,162
Chemung,New York,83456,9788,149
Chenango,New York,47207,4359,86
Clinton,New York,80485,6163,36
Columbia,New York,59461,4822,110
Cortland,New York,47581,5041,73
Delaware,New York,44135,3264,41
Dutchess,New York,294218,34519,492
Erie,New York,918702,101835,1905
Essex,New York,36885,2088,30
Franklin,New York,50022,3839,17
Fulton,New York,53383,5748,99
Genesee,New York,57280,6431,132
Greene,New York,47188,4143,84
Hamilton,New York,4416,415,3
Herkimer,New York,61319,6256,120
Jefferson,New York,109834,7947,71
Kings,New York,2559903,323465,10785
Lewis,New York,26296,3369,37
Livingston,New York,62914,5402,68
Madison,New York,70941,5715,98
Monroe,New York,741770,80439,1162
Montgomery,New York,49221,5380,135
Nassau,New York,1356924,209987,3271
New York,New York,1628706,164507,4614
Niagara,New York,209281,22876,389
Oneida,New York,228671,26939,566
Onondaga,New York,460528,48409,736
Ontario,New York,109777,8871,102
Orange,New York,384940,55659,903
Orleans,New York,40352,3937,85
Oswego,New York,117124,10398,107
Otsego,New York,59493,4310,51
